0,straight
1,straight
2,straight
3,straight
4,straight
5,straight
6,straight
7,straight
8,right
9,straight
10,straight
11,straight
12,straight
13,straight
14,straight
15,straight
16,straight
17,straight
18,straight
19,straight
20,straight
21,straight
22,straight
23,right
24,straight
25,straight
26,straight
27,straight
28,left
29,straight
30,straight
31,straight
32,straight
33,straight
34,straight
35,straight
36,straight
37,straight
38,straight
39,right
40,straight
41,straight
42,straight
43,left
44,straight
45,straight
46,straight
47,straight
48,straight
49,straight
50,straight
51,straight
52,straight
53,straight
54,straight
55,straight
56,straight
57,right
58,straight
59,straight
60,straight
61,straight
62,straight
63,straight
64,straight
65,straight
66,straight
67,straight
68,straight
69,straight
70,straight
71,straight
72,straight
73,straight
74,right
75,straight
76,straight
77,left
78,straight
79,straight
80,straight
81,straight
82,left
83,straight
84,straight
85,straight
86,straight
87,straight
88,straight
89,straight
90,straight
91,straight
92,straight
93,right
94,straight
95,straight
96,straight
97,left
98,straight
99,straight
100,straight
101,straight
102,straight
103,straight
104,straight
105,straight
106,straight
107,straight
108,straight
109,straight
110,straight
111,straight
112,straight
113,straight
114,straight
115,straight
116,straight
117,straight
118,straight
119,straight
120,straight
121,straight
122,right
123,straight
124,straight
125,left
126,straight
127,straight
128,straight
129,straight
130,straight
131,straight
132,straight
133,straight
134,straight
135,straight
136,straight
137,straight
138,straight
139,straight
140,straight
141,straight
142,right
143,straight
144,straight
145,straight
146,straight
147,straight
148,straight
149,straight
150,left
151,straight
152,straight
153,straight
154,straight
155,straight
156,straight
157,straight
158,straight
159,straight
160,straight
161,straight
162,straight
163,straight
164,straight
165,straight
166,straight
167,straight
168,straight
169,straight
170,straight
171,right
172,straight
173,straight
174,straight
175,straight
176,straight
177,straight
178,straight
179,straight
180,straight
181,straight
182,straight
183,straight
184,straight
185,straight
186,straight
187,straight
188,right
189,straight
190,straight
191,straight
192,straight
193,left
194,straight
195,straight
196,straight
197,straight
198,straight
199,straight
200,straight
201,straight
202,straight
203,straight
204,straight
205,straight
206,straight
207,straight
208,straight
209,straight
210,straight
211,straight
212,straight
213,straight
214,right
215,straight
216,straight
217,straight
218,left
219,straight
220,straight
221,straight
222,straight
223,straight
224,straight
225,straight
226,straight
227,straight
228,straight
229,straight
230,straight
231,straight
232,straight
233,right
234,straight
235,straight
236,straight
237,straight
238,straight
239,left
240,straight
241,straight
242,straight
243,straight
244,straight
245,straight
246,straight
247,straight
248,straight
249,straight
250,straight
251,straight
252,straight
253,straight
254,straight
255,straight
256,straight
257,straight
258,straight
259,straight
260,right
261,straight
262,straight
263,straight
264,left
265,straight
266,straight
267,straight
268,straight
269,straight
270,straight
271,straight
272,straight
273,straight
274,straight
275,straight
276,straight
277,straight
278,straight
279,right
280,straight
281,straight
282,straight
283,straight
284,straight
285,straight
286,left
287,straight
288,straight
289,straight
290,straight
291,straight
292,straight
293,straight
294,straight
295,straight
296,straight
297,straight
298,straight
299,straight
300,straight
301,straight
302,straight
303,straight
304,straight
305,right
306,straight
307,straight
308,straight
309,left
310,straight
311,straight
312,straight
313,straight
314,straight
315,straight
316,straight
317,right
318,straight
319,straight
320,straight
321,straight
322,straight
323,straight
324,straight
325,straight
326,left
327,straight
328,straight
329,straight
330,straight
331,straight
332,straight
333,straight
334,straight
335,straight
336,straight
337,straight
338,straight
339,left
340,straight
341,straight
342,straight
343,straight
344,straight
345,straight
346,straight
347,right
348,straight
349,straight
350,straight
351,straight
352,straight
353,straight
354,straight
355,straight
356,straight
357,right
358,straight
359,straight
360,straight
361,straight
362,straight
363,straight
364,straight
365,straight
366,straight
367,straight
368,straight
369,straight
370,right
371,right
372,straight
373,left
374,straight
375,straight
376,straight
377,straight
378,straight
379,straight
380,right
381,straight
382,straight
383,straight
384,straight
385,straight
386,straight
387,straight
388,straight
389,straight
390,straight
391,straight
392,straight
393,right
394,straight
395,straight
396,straight
397,straight
398,straight
399,straight
400,straight
401,straight
402,straight
403,straight
404,straight
405,straight
406,straight
407,straight
408,straight
409,straight
410,straight
411,straight
412,right
413,straight
414,straight
415,straight
416,straight
417,straight
418,straight
419,left
420,straight
421,straight
422,straight
423,straight
424,straight
425,straight
426,straight
427,straight
428,straight
429,right
430,straight
431,straight
432,straight
433,straight
434,left
435,straight
436,straight
437,straight
438,straight
439,straight
440,straight
441,straight
442,straight
443,straight
444,straight
445,straight
446,straight
447,straight
448,straight
449,straight
450,straight
451,straight
452,left
453,straight
454,straight
455,straight
456,straight
457,straight
458,straight
459,straight
460,straight
461,straight
462,straight
463,straight
464,straight
465,straight
466,straight
467,straight
468,straight
469,straight
470,straight
471,straight
472,right
473,straight
474,straight
475,straight
476,straight
477,straight
478,straight
479,straight
480,straight
481,straight
482,right
483,straight
484,straight
485,straight
486,left
487,straight
488,straight
489,straight
490,straight
491,straight
492,straight
493,straight
494,straight
495,straight
496,straight
497,straight
498,straight
499,straight
500,straight
501,straight
502,straight
503,left
504,straight
505,straight
506,straight
507,straight
508,straight
509,straight
510,straight
511,straight
512,straight
513,straight
514,straight
515,straight
516,straight
517,left
518,straight
519,straight
520,straight
521,straight
522,straight
523,straight
524,straight
525,straight
526,straight
527,straight
528,straight
529,straight
530,straight
531,straight
532,straight
533,straight
534,straight
535,straight
536,straight
537,straight
538,straight
539,right
540,straight
541,straight
542,straight
543,straight
544,straight
545,straight
546,straight
547,straight
548,straight
549,straight
550,straight
551,straight
552,straight
553,straight
554,straight
555,straight
556,straight
557,straight
558,straight
559,straight
560,straight
561,straight
562,straight
563,straight
564,straight
565,straight
566,straight
567,straight
568,straight
569,straight
570,straight
571,left
572,straight
573,straight
574,straight
575,straight
576,straight
577,straight
578,straight
579,straight
580,straight
581,right
582,straight
583,straight
584,straight
585,straight
586,straight
587,straight
588,straight
589,straight
590,straight
591,straight
592,straight
593,straight
594,straight
595,left
596,straight
597,straight
598,straight
599,right
600,straight
601,straight
602,straight
603,left
604,straight
605,straight
606,straight
607,straight
608,straight
609,straight
610,straight
611,straight
612,straight
613,straight
614,straight
615,straight
616,straight
617,straight
618,straight
619,straight
620,straight
621,straight
622,straight
623,straight
624,straight
625,straight
626,straight
627,straight
628,straight
629,straight
630,straight
631,straight
632,straight
633,straight
634,straight
635,straight
636,right
637,straight
638,straight
639,straight
640,straight
641,straight
642,straight
643,left
644,straight
645,straight
646,straight
647,straight
648,straight
649,straight
650,straight
651,straight
652,straight
653,straight
654,straight
655,straight
656,left
657,straight
658,straight
659,straight
660,straight
661,straight
662,straight
663,straight
664,straight
665,right
666,straight
667,straight
668,straight
669,straight
670,straight
671,straight
672,straight
673,straight
674,straight
675,straight
676,straight
677,straight
678,straight
679,straight
680,straight
681,left
682,straight
683,straight
684,straight
685,straight
686,straight
687,straight
688,straight
689,straight
690,straight
691,straight
692,straight
693,straight
694,straight
695,straight
696,straight
697,left
698,straight
699,straight
700,straight
701,straight
702,straight
703,straight
704,straight
705,straight
706,left
707,straight
708,straight
709,straight
710,straight
711,straight
712,straight
713,straight
714,straight
715,straight
716,straight
717,straight
718,straight
719,straight
720,straight
721,straight
722,straight
723,straight
724,straight
725,left
726,straight
727,straight
728,straight
729,straight
730,straight
731,straight
732,straight
733,straight
734,straight
735,straight
736,right
737,straight
738,straight
739,straight
740,straight
741,straight
742,left
743,straight
744,straight
745,straight
746,straight
747,straight
748,right
749,straight
750,straight
751,straight
752,left
753,straight
754,straight
755,straight
756,straight
757,straight
758,straight
759,straight
760,straight
761,straight
762,straight
763,right
764,straight
765,straight
766,straight
767,straight
768,straight
769,straight
770,straight
771,straight
772,straight
773,straight
774,straight
775,straight
776,straight
777,straight
778,straight
779,straight
780,straight
781,straight
782,right
783,right
784,straight
785,straight
786,straight
787,straight
788,straight
789,straight
790,straight
791,left
792,straight
793,straight
794,straight
795,straight
796,straight
797,straight
798,straight
799,straight
800,straight
801,right
802,straight
803,straight
804,straight
805,left
806,straight
807,straight
808,right
809,straight
810,straight
811,straight
812,straight
813,straight
814,straight
815,straight
816,straight
817,straight
818,straight
819,straight
820,right
821,straight
822,straight
823,straight
824,straight
825,straight
826,straight
827,left
828,straight
829,straight
830,straight
831,straight
832,straight
833,straight
834,straight
835,straight
836,straight
837,straight
838,straight
839,straight
840,right
