0,right
1,straight
2,straight
3,straight
4,straight
5,straight
6,straight
7,straight
8,straight
9,straight
10,straight
11,right
12,straight
13,straight
14,straight
15,straight
16,left
17,straight
18,straight
19,straight
20,straight
21,straight
22,straight
23,straight
24,right
25,right
26,straight
27,straight
28,straight
29,straight
30,straight
31,straight
32,straight
33,straight
34,straight
35,straight
36,straight
37,straight
38,straight
39,straight
40,straight
41,straight
42,straight
43,right
44,straight
45,straight
46,straight
47,straight
48,straight
49,straight
50,straight
51,straight
52,straight
53,straight
54,straight
55,straight
56,straight
57,straight
58,right
59,straight
60,straight
61,straight
62,straight
63,straight
64,straight
65,straight
66,straight
67,straight
68,straight
69,straight
70,straight
71,straight
72,right
73,straight
74,straight
75,straight
76,straight
77,straight
78,straight
79,straight
80,straight
81,straight
82,straight
83,straight
84,straight
85,straight
86,right
87,straight
88,straight
89,straight
90,straight
91,straight
92,straight
93,straight
94,straight
95,right
96,straight
97,straight
98,straight
99,left
100,straight
101,straight
102,straight
103,straight
104,straight
105,right
106,straight
107,straight
108,straight
109,straight
110,straight
111,straight
112,straight
113,straight
114,right
115,straight
116,straight
117,straight
118,straight
119,straight
120,straight
121,left
122,straight
123,straight
124,straight
125,straight
126,straight
127,straight
128,straight
129,straight
130,right
131,right
132,straight
133,straight
134,straight
135,straight
136,straight
137,straight
138,straight
139,straight
140,straight
141,straight
142,straight
143,straight
144,straight
145,straight
146,left
147,straight
148,straight
149,straight
150,straight
151,straight
152,straight
153,straight
154,straight
155,straight
156,right
157,straight
158,straight
159,straight
160,straight
161,straight
162,straight
163,straight
164,right
165,straight
166,straight
167,straight
168,straight
169,straight
170,straight
171,straight
172,left
173,straight
174,straight
175,straight
176,straight
177,straight
178,straight
179,straight
180,straight
181,straight
182,straight
183,straight
184,straight
185,straight
186,right
187,right
188,straight
189,straight
190,straight
191,straight
192,straight
193,left
194,straight
195,straight
196,straight
197,straight
198,straight
199,straight
200,straight
201,straight
202,straight
203,straight
204,straight
205,straight
206,left
207,straight
208,straight
209,straight
210,straight
211,straight
212,straight
213,straight
214,straight
215,straight
216,straight
217,straight
218,straight
219,straight
220,right
221,straight
222,straight
223,straight
224,straight
225,left
226,straight
227,straight
228,straight
229,straight
230,straight
231,straight
232,straight
233,straight
234,straight
235,straight
236,right
237,straight
238,straight
239,straight
240,straight
241,left
242,straight
243,straight
244,straight
245,straight
246,straight
247,straight
248,straight
249,straight
250,straight
251,straight
252,straight
253,straight
254,straight
255,left
256,straight
257,straight
258,straight
259,straight
260,straight
261,straight
262,straight
263,straight
264,straight
265,straight
266,right
267,straight
268,straight
269,straight
270,straight
271,straight
272,straight
273,straight
274,straight
275,straight
276,straight
277,straight
278,straight
279,straight
280,straight
281,straight
282,straight
283,right
284,right
285,straight
286,straight
287,straight
288,left
289,straight
290,straight
291,straight
292,straight
293,straight
294,straight
295,straight
296,straight
297,straight
298,straight
299,straight
300,straight
301,straight
302,straight
303,right
304,straight
305,straight
306,straight
307,left
308,straight
309,straight
310,straight
311,straight
312,straight
313,straight
314,straight
315,straight
316,straight
317,straight
318,straight
319,left
320,straight
321,straight
322,straight
323,straight
324,straight
325,straight
326,straight
327,straight
328,straight
329,straight
330,straight
331,straight
332,straight
333,straight
334,straight
335,left
336,straight
337,straight
338,straight
339,straight
340,straight
341,straight
342,straight
343,straight
344,straight
345,straight
346,straight
347,right
348,straight
349,straight
350,straight
351,left
352,straight
353,straight
354,straight
355,straight
356,straight
357,straight
358,straight
359,straight
360,straight
361,straight
362,straight
363,straight
364,straight
365,straight
366,straight
367,right
368,straight
369,straight
370,straight
371,straight
372,left
373,straight
374,straight
375,straight
376,straight
377,straight
378,straight
379,straight
380,straight
381,left
382,right
383,straight
384,straight
385,straight
386,straight
387,straight
388,straight
389,straight
390,straight
391,right
392,straight
393,straight
394,straight
395,straight
396,straight
397,straight
398,straight
399,straight
400,straight
401,straight
402,straight
403,straight
404,straight
405,straight
406,straight
407,left
408,straight
409,straight
410,straight
411,straight
412,straight
413,straight
414,straight
415,straight
416,straight
417,straight
418,straight
419,right
420,straight
421,straight
422,straight
423,left
424,straight
425,straight
426,straight
427,straight
428,straight
429,straight
430,straight
431,straight
432,straight
433,straight
434,left
435,right
436,straight
437,straight
438,straight
439,straight
440,straight
441,straight
442,straight
443,straight
444,straight
445,straight
446,right
447,straight
448,straight
449,straight
450,straight
451,straight
452,straight
453,straight
454,left
455,straight
456,straight
457,straight
458,straight
459,straight
460,straight
461,straight
462,straight
463,straight
464,straight
465,right
466,right
467,straight
468,straight
469,straight
470,straight
471,straight
472,straight
473,straight
474,straight
475,straight
476,straight
477,straight
478,straight
479,straight
480,straight
481,straight
482,straight
483,right
484,straight
485,straight
486,straight
487,straight
488,straight
489,straight
490,straight
491,straight
492,straight
493,straight
494,straight
495,straight
496,straight
497,straight
498,straight
499,right
500,straight
501,straight
502,straight
503,straight
504,straight
505,straight
506,straight
507,straight
508,straight
509,straight
510,straight
511,straight
512,straight
513,straight
514,straight
515,left
516,straight
517,straight
518,straight
519,straight
520,straight
521,straight
522,straight
523,straight
524,straight
525,straight
526,right
527,right
528,straight
529,straight
530,straight
531,straight
532,straight
533,left
534,straight
535,straight
536,straight
537,straight
538,straight
539,straight
540,straight
541,straight
542,straight
543,straight
544,straight
545,straight
546,straight
547,straight
548,straight
549,straight
550,straight
551,straight
552,left
553,right
554,straight
555,straight
556,straight
557,straight
558,straight
559,straight
560,straight
561,right
562,straight
563,straight
564,straight
565,straight
566,straight
567,straight
568,left
569,straight
570,straight
571,straight
572,straight
573,straight
574,straight
575,right
576,right
577,straight
578,straight
579,left
580,straight
581,straight
582,straight
583,straight
584,straight
585,straight
586,straight
587,straight
588,straight
589,straight
590,straight
591,straight
592,straight
593,straight
594,right
595,straight
596,straight
597,straight
598,left
599,straight
600,straight
601,straight
602,straight
603,straight
604,straight
605,right
606,straight
607,straight
608,straight
609,straight
610,straight
611,straight
612,straight
613,straight
614,straight
615,straight
616,straight
617,straight
618,straight
619,straight
620,straight
621,right
622,straight
623,straight
624,left
625,straight
626,straight
627,straight
628,left
629,straight
630,straight
631,straight
632,straight
633,straight
634,straight
635,straight
636,straight
637,straight
638,straight
639,straight
640,straight
641,straight
642,straight
643,straight
644,straight
645,straight
646,straight
647,straight
648,straight
649,straight
